id,x,y
1,1192.51,82.94
2,1182.14,77.95
3,1176.0,86.02
4,1170.62,91.01
5,1168.13,108.48
6,1154.11,111.94
7,1128.96,112.9
8,1110.53,108.86
9,1096.51,105.98
10,1089.02,99.46
11,1080.58,91.97
12,1060.03,96.38
13,1064.06,79.87
14,1065.41,57.98
15,1079.42,53.38
16,1089.02,40.9
17,1112.45,64.9
18,1119.55,63.94
19,1099.01,82.94
20,1137.6,59.33
21,1155.07,54.34
22,1177.54,126.53
23,1175.62,120.96
24,1188.48,118.46
25,1198.66,109.44
26,1207.49,124.03
27,1209.02,145.92
28,1189.06,146.5
29,1141.63,148.99
30,1117.82,152.45
31,1128.19,142.66
32,1107.46,136.32
33,1101.7,127.1
34,1122.82,122.69
35,1075.2,118.46
36,1039.87,117.7
37,1029.31,116.16
38,1023.94,136.32
39,1022.02,151.87
40,1040.83,137.47
41,1057.92,147.26
42,1052.35,160.51
43,1037.18,163.01
44,1045.06,170.69
45,1070.78,165.31
46,1083.84,159.55
47,1097.28,164.35
48,1111.1,152.26
49,1120.7,22.08
50,1133.76,33.98
51,1143.94,36.48
52,1151.62,32.64
53,1156.61,20.16
54,1103.62,1.15
55,1035.07,13.06
56,1051.39,22.66
57,1072.32,11.33
58,1006.85,21.31
59,1015.3,5.18
60,1027.2,21.7
61,992.45,9.41
62,976.7,12.1
63,984.77,5.57
64,961.34,8.64
65,954.82,21.89
66,937.34,28.61
67,925.63,35.33
68,925.63,53.38
69,944.45,48.19
70,956.54,48.77
71,965.95,44.54
72,980.74,40.9
73,985.73,50.69
74,986.69,45.7
75,994.75,57.22
76,976.9,58.75
77,972.29,71.62
78,980.35,79.49
79,989.76,71.62
80,956.54,83.52
81,951.17,81.6
82,936.77,63.94
83,986.69,100.03
84,996.67,86.59
85,1009.15,81.22
86,1006.85,63.55
87,1012.61,120.0
88,1006.66,125.38
89,995.52,117.12
90,984.96,123.07
91,968.83,138.43
92,965.95,120.38
93,955.58,116.54
94,974.98,109.06
95,954.43,100.42
96,950.02,97.34
97,937.34,101.38
98,915.46,89.47
99,926.4,83.14
100,906.62,81.98
101,896.83,76.99
102,906.24,67.2
103,914.3,70.66
104,912.96,57.79
105,894.14,55.1
106,890.5,62.4
107,907.78,45.7
108,906.82,35.71
109,924.67,21.31
110,907.97,18.24
111,895.1,11.71
112,904.9,1.92
113,845.38,30.91
114,891.26,28.99
115,888.77,40.9
116,876.86,39.74
117,873.79,55.1
118,862.66,51.65
119,848.26,45.5
120,835.97,46.46
121,826.94,34.75
122,841.34,12.86
123,836.74,7.68
124,824.83,10.18
125,816.19,10.56
126,817.15,48.77
127,827.52,62.78
128,843.84,61.44
129,809.47,37.82
130,799.1,32.06
131,790.46,38.98
132,785.66,9.22
133,773.95,15.55
134,765.31,22.08
135,749.76,22.27
136,739.78,22.27
137,724.42,16.51
138,794.5,55.49
139,798.72,67.78
140,816.96,71.23
141,826.18,73.34
142,785.28,82.56
143,798.34,82.56
144,817.15,85.63
145,759.55,91.97
146,749.18,78.53
147,759.17,71.42
148,748.8,60.67
149,752.26,45.31
150,770.88,59.71
151,723.65,32.83
152,724.99,43.39
153,703.49,55.3
154,716.74,53.18
155,692.74,56.83
156,707.71,75.65
157,714.62,84.1
158,724.8,72.58
159,735.36,74.11
160,662.78,50.69
161,632.64,51.07
162,622.27,49.54
163,611.52,52.22
164,628.22,36.67
165,651.07,42.43
166,680.45,45.12
167,687.36,36.29
168,694.85,23.62
169,711.55,22.66
170,702.72,10.37
171,681.98,14.78
172,672.19,29.76
173,656.83,21.89
174,651.65,22.08
175,645.31,23.04
176,610.18,29.76
177,621.89,15.55
178,643.01,10.18
