id,x,y
1,549.31,1051.01
2,528.96,1074.62
3,486.91,1036.61
4,474.43,1065.79
5,504.96,1127.42
6,545.66,1116.29
7,559.49,1126.66
8,576.58,1112.45
9,567.74,1093.25
10,579.46,1036.22
11,551.62,997.63
12,547.78,1010.5
13,570.62,987.46
14,515.71,983.04
15,570.24,973.25
16,601.54,1039.3
17,595.97,1024.13
18,596.93,1012.03
19,609.79,1000.13
20,609.41,986.3
21,609.02,973.44
22,637.63,976.7
23,636.1,999.94
24,646.46,1050.43
25,640.7,1050.43
26,657.41,973.25
27,647.81,992.83
28,666.82,978.05
29,627.84,1074.62
30,613.06,1080.77
31,604.03,1108.8
32,637.63,1121.28
33,598.27,1139.52
34,684.29,1123.01
35,679.49,1068.29
36,703.1,1090.37
37,715.58,1075.97
38,733.06,1082.11
39,740.74,1072.51
40,764.74,1100.54
41,788.16,1132.99
42,696.0,1021.63
43,686.4,1015.87
44,696.38,1003.39
45,713.09,1003.78
46,769.73,1022.21
47,791.04,1023.36
48,808.9,1021.63
49,912.19,1119.94
50,913.54,1138.37
51,965.57,1092.86
52,982.66,1097.09
53,994.75,1102.46
54,700.99,946.37
55,481.54,910.46
56,471.94,938.69
57,503.62,930.43
58,516.48,890.5
59,665.66,884.16
60,693.12,878.02
61,689.47,871.3
62,668.93,870.34
63,670.27,856.7
64,668.54,830.78
65,693.5,826.37
66,696.96,811.58
67,720.19,822.91
68,717.31,807.17
69,723.46,893.76
70,704.83,901.63
71,728.64,883.01
72,730.94,872.83
73,716.54,875.9
74,741.89,907.01
75,757.25,913.73
76,753.22,927.17
77,767.81,929.09
78,739.78,948.67
79,715.2,947.14
80,716.16,921.79
81,702.34,921.79
82,766.85,963.46
83,783.94,964.61
84,807.36,969.22
85,807.36,983.04
86,822.72,965.95
87,790.66,903.36
88,779.33,892.03
89,775.1,880.9
90,767.81,865.92
91,795.26,870.53
92,795.65,858.82
93,802.37,860.35
94,815.62,915.07
95,829.44,910.85
96,831.36,894.53
97,747.26,847.87
98,762.62,831.74
99,753.02,832.51
100,830.98,861.7
101,820.99,847.49
102,816.0,831.74
103,816.0,822.91
104,855.55,821.38
105,855.94,884.16
106,849.79,903.36
107,864.77,922.56
108,885.7,931.78
109,875.52,962.11
110,948.1,1071.36
111,945.22,1049.28
112,870.53,877.06
113,892.61,877.06
114,852.67,856.32
115,846.53,843.84
116,886.08,852.86
117,873.02,843.84
118,873.98,828.29
119,880.13,815.04
120,889.34,819.65
121,895.49,832.13
122,916.03,830.78
123,902.98,844.61
124,907.58,860.93
125,922.56,865.34
126,932.35,852.86
127,907.2,813.7
128,925.63,821.76
129,928.9,833.66
130,939.65,820.42
131,944.83,833.86
132,949.63,849.6
133,953.09,832.9
134,964.22,851.33
135,969.22,825.02
136,976.7,822.91
137,988.42,829.63
138,964.22,865.54
139,940.99,886.66
140,996.29,856.7
141,1038.14,863.42
142,1011.84,903.36
143,995.9,901.25
144,980.54,916.99
145,1014.34,930.43
146,988.42,950.4
147,969.41,964.61
148,983.42,978.05
149,952.32,962.5
150,946.37,953.86
151,938.11,963.84
152,978.43,1044.29
153,988.42,1027.58
154,1015.1,1032.96
155,998.78,1057.54
156,1006.08,1056.77
157,1007.62,1072.9
158,1013.38,1114.56
159,1018.56,818.69
160,991.3,816.19
161,1042.18,820.42
162,1051.39,815.42
163,1016.83,854.21
164,1087.1,939.65
165,1075.58,972.1
166,1073.86,960.77
167,1037.57,983.42
168,1049.66,1022.59
169,1042.18,1038.34
170,1022.21,1059.65
171,1048.9,1116.29
172,1051.01,1099.58
173,1032.19,1111.3
174,1079.81,1137.22
175,1077.12,1127.04
176,1124.35,1099.58
177,1102.66,1066.75
178,1093.82,1039.68
179,1107.26,1004.16
180,1142.98,1038.72
181,1076.74,1006.66
182,1115.9,942.53
183,1158.53,996.67
184,1166.78,1022.02
185,1181.76,1041.79
186,1275.84,1043.71
187,1284.67,1064.26
188,1232.06,1124.93
189,1203.07,1142.59
190,1181.76,1129.15
191,1156.42,1117.63
192,1161.79,982.08
193,1216.32,969.6
194,1214.59,941.18
195,1167.17,942.14
196,1279.68,856.32
197,1277.57,807.55
198,1223.42,760.32
199,1214.21,764.93
200,1248.77,799.1
201,1249.73,763.78
202,1268.35,744.19
203,1245.5,717.12
204,1206.72,700.03
205,1204.22,688.7
206,1178.5,689.28
207,1188.48,663.74
208,1176.0,663.36
209,1174.66,643.78
210,1183.49,635.9
211,1192.13,644.54
212,1212.67,647.62
213,1231.68,642.43
214,1234.18,659.52
215,1274.3,704.64
216,1292.16,700.42
217,1337.47,619.58
218,1345.15,631.3
219,1335.94,577.92
220,1301.38,576.77
221,1305.98,599.23
222,1262.98,608.83
223,1246.85,604.61
224,1223.04,609.98
225,1224.77,623.23
226,1204.22,621.7
227,1209.98,630.53
228,1191.36,614.98
229,1157.95,622.46
230,1173.89,614.59
231,1159.68,629.57
232,1146.43,644.93
233,1151.81,663.36
234,1158.91,677.57
235,1146.43,691.58
236,1136.83,700.42
237,1124.35,704.26
238,1128.77,681.6
239,1125.89,689.09
240,1112.64,676.61
241,1142.59,676.22
242,1117.63,658.37
243,1134.34,649.54
244,1110.91,640.9
245,1096.7,640.9
246,1123.78,640.51
247,1137.6,634.56
248,1125.89,622.08
249,1104.19,622.85
250,1096.32,615.74
251,1082.11,601.73
252,1105.15,592.13
253,1124.35,600.77
254,1131.46,593.86
255,1133.76,582.91
256,1164.67,580.03
257,1178.88,589.25
258,1197.5,588.67
259,1227.07,584.26
260,1202.69,573.31
261,1254.14,589.63
262,1257.98,576.58
263,1180.61,567.55
264,1200.58,559.49
265,1184.26,551.62
266,1157.18,566.98
267,1140.1,567.94
268,1111.68,580.03
269,1088.45,574.27
270,1076.35,585.79
271,1065.6,593.66
272,1048.51,598.66
273,1047.55,607.1
274,1036.42,611.71
275,1020.1,618.43
276,1011.46,623.42
277,1001.47,637.06
278,988.99,647.42
279,974.78,660.86
280,963.84,669.12
281,967.3,681.22
282,952.32,687.55
283,951.74,707.52
284,962.69,724.22
285,945.22,729.6
286,960.96,738.24
287,959.42,745.54
288,949.82,754.18
289,959.23,761.66
290,973.06,770.5
291,983.42,770.5
292,1008.38,783.74
293,992.26,794.11
294,994.37,802.56
295,978.05,797.18
296,1006.46,808.7
297,1021.06,803.33
298,1038.14,792.0
299,1045.44,802.94
300,1101.31,718.27
301,1111.3,707.9
302,1126.85,715.01
303,1114.75,729.6
304,1106.88,741.7
305,1106.69,731.33
306,1128.96,745.34
307,1119.74,751.68
308,1110.53,764.93
309,1136.45,755.9
310,1146.05,736.7
311,1161.41,723.46
312,1154.69,719.23
313,1175.04,710.78
314,1168.9,699.07
315,1195.58,723.46
316,1055.62,781.63
317,1043.9,782.02
318,1025.66,781.63
319,1043.52,757.06
320,1055.23,742.08
321,1067.52,749.18
322,1070.21,735.36
323,1051.39,730.75
324,1038.14,734.21
325,1027.2,729.98
326,1012.61,741.31
327,1010.11,755.52
328,996.48,758.4
329,1001.47,737.86
330,981.5,750.53
331,984.0,735.94
332,987.65,720.77
333,977.66,720.0
334,974.21,703.87
335,988.8,710.4
336,1006.46,714.24
337,1020.1,713.66
338,1031.04,704.64
339,1041.02,711.74
340,1033.92,724.61
341,1058.5,718.85
342,1056.38,708.86
343,1066.75,698.69
344,1078.85,702.91
345,1075.97,714.24
346,1099.39,697.54
347,1104.77,685.06
348,1083.07,669.7
349,1080.19,683.71
350,1096.7,670.08
351,1081.34,651.26
352,1065.98,642.82
353,1082.11,628.8
354,1065.6,628.42
355,1072.7,619.2
356,1053.5,614.98
357,1040.64,620.35
358,1031.04,628.8
359,1018.37,642.05
360,1005.12,651.26
361,991.49,662.4
362,978.82,674.11
363,978.43,680.06
364,1002.24,690.05
365,1007.62,677.95
366,1007.62,663.74
367,1020.86,655.49
368,1028.16,669.7
369,1044.67,670.08
370,1037.57,656.64
371,1051.78,659.14
372,1068.86,659.14
373,1058.5,648.0
374,1010.11,728.26
375,777.79,818.3
376,787.39,801.22
377,803.14,796.22
378,809.86,789.7
379,810.24,813.7
380,821.38,808.32
381,836.54,816.58
382,838.46,802.18
383,838.46,786.24
384,876.48,799.68
385,876.1,789.12
386,880.9,784.13
387,893.95,768.38
388,905.66,765.89
389,924.67,765.89
390,914.69,786.24
391,929.28,792.0
392,937.15,791.23
393,937.34,782.02
394,952.13,777.6
395,939.26,768.0
396,946.75,763.78
397,927.55,731.71
398,927.74,741.31
399,918.53,751.3
400,900.67,742.08
401,891.84,753.02
402,885.12,727.87
403,873.02,728.83
404,907.58,725.38
405,912.77,715.78
406,930.24,710.4
407,902.21,707.14
408,910.27,693.31
409,927.17,687.94
410,937.34,689.28
411,937.34,668.74
412,950.98,661.63
413,962.3,650.88
414,976.32,642.43
415,988.03,636.67
416,996.29,623.81
417,1007.62,612.1
418,1018.56,606.34
419,1030.46,596.35
420,1022.98,586.18
421,1039.3,580.03
422,1024.7,569.09
423,1001.47,579.65
424,993.41,577.92
425,989.38,591.74
426,979.01,607.1
427,992.64,608.83
428,987.26,617.47
429,971.33,628.03
430,957.31,640.32
431,948.1,648.0
432,929.66,652.99
433,930.05,640.9
434,931.39,627.46
435,944.26,631.3
436,941.38,617.86
437,932.35,611.71
438,942.72,607.49
439,956.74,588.29
440,946.75,580.8
441,959.23,573.7
442,972.29,567.55
443,970.56,577.92
444,967.3,605.38
445,955.97,608.83
446,957.31,623.23
447,916.8,599.23
448,925.25,593.28
449,906.05,588.29
450,915.26,575.04
451,890.5,585.79
452,881.09,595.39
453,897.6,601.73
454,890.11,611.71
455,903.94,616.7
456,893.57,634.94
457,907.58,632.83
458,921.02,634.94
459,913.54,644.16
460,915.65,652.61
461,909.7,660.48
462,891.46,669.5
463,906.43,676.99
464,891.46,689.09
465,888.19,682.56
466,873.02,683.33
467,876.48,696.58
468,873.98,710.78
469,861.12,705.79
470,852.67,710.4
471,843.07,708.29
472,833.09,718.27
473,841.34,728.83
474,831.36,735.74
